path, resolution
pdb/surface_glycoprotein/SARS-CoV-2/7cwn 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7czz 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7d03 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7l02 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7e7d 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7krs 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7sod 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7v8b 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7mkl 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7vxe 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7v7h 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7edf 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7mte 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7ey0 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7dx0 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7v81 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7v76 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7edg 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7k9h 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7w9c 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7tas 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7tat 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7tgx 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7sc1 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7zdq 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7s6i 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7r4i 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7ws0 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7xoa 3.2
pdb/surface_glycoprotein/SARS-CoV-2/8cy6 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7v61 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7xu4 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7xu2 3.2
pdb/surface_glycoprotein/SARS-CoV/7upx 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7xci 3.2
pdb/surface_glycoprotein/SARS-CoV-2/8dzh 3.2
pdb/surface_glycoprotein/SARS-CoV-2/7vhm 3.2
pdb/surface_glycoprotein/SARS-CoV-2/6xkl 3.21
pdb/surface_glycoprotein/SARS-CoV-2/7ke4 3.21
pdb/surface_glycoprotein/SARS-CoV-2/7n1v 3.21
pdb/surface_glycoprotein/SARS-CoV-2/8dm0 3.21
pdb/surface_glycoprotein/SARS-CoV-2/6x6p 3.22
pdb/surface_glycoprotein/SARS-CoV-2/7lwu 3.22
pdb/surface_glycoprotein/SARS-CoV-2/7lws 3.22
pdb/surface_glycoprotein/SARS-CoV-2/7mw6 3.22
pdb/surface_glycoprotein/SARS-CoV-2/7k90 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7l7f 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7n5h 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7lwj 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7tou 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7xo4 3.24
pdb/surface_glycoprotein/SARS-CoV-2/7wjy 3.24
pdb/surface_glycoprotein/SARS-CoV-2/6xey 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7lqv 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7s0c 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7fjn 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7xix 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7wob 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7woa 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7xmz 3.25
pdb/surface_glycoprotein/SARS-CoV-2/7kdi 3.26
pdb/surface_glycoprotein/SARS-CoV-2/7ke8 3.26
pdb/surface_glycoprotein/SARS-CoV-2/7wrz 3.26
pdb/surface_glycoprotein/SARS-CoV-2/7l3n 3.27
pdb/surface_glycoprotein/SARS-CoV-2/7tez 3.27
pdb/surface_glycoprotein/SARS-CoV-2/7tex 3.27
pdb/surface_glycoprotein/SARS-CoV-2/7whj 3.27
pdb/surface_glycoprotein/SARS-CoV-2/7xod 3.27
pdb/surface_glycoprotein/SARS-CoV/7wry 3.28
pdb/surface_glycoprotein/SARS-CoV-2/7l7k 3.29
pdb/surface_glycoprotein/SARS-CoV-2/7mjn 3.29
pdb/surface_glycoprotein/SARS-CoV-2/7tb4 3.29
pdb/surface_glycoprotein/SARS-CoV-2/7v24 3.29
pdb/surface_glycoprotein/SARS-CoV/6crz 3.3
pdb/surface_glycoprotein/SARS-CoV-2/6x2a 3.3
pdb/surface_glycoprotein/SARS-CoV-2/6z43 3.3
pdb/surface_glycoprotein/SARS-CoV-2/6zp1 3.3
pdb/surface_glycoprotein/SARS-CoV-2/6zp7 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7jvc 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7k4n 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7czv 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7czy 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7l06 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7nda 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7dwz 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7ezv 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7dx2 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v77 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7k9i 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7dx5 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v88 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7edj 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7edi 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7e23 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v7i 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v79 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7soc 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7m42 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v85 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7v87 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7m6e 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7q9g 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7r19 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7r12 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7wd0 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7wec 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7wea 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7xic 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7ws2 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7xob 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7xid 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7f3q 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7z7x 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7wcd 3.3
pdb/surface_glycoprotein/SARS-CoV-2/8dt3 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7ru3 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7ru4 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7yr2 3.3
pdb/surface_glycoprotein/SARS-CoV-2/8erq 3.3
pdb/surface_glycoprotein/SARS-CoV-2/7ke7 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7mjj 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7lyo 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7p78 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7lyn 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7wk0 3.32
pdb/surface_glycoprotein/SARS-CoV-2/7kdh 3.33
pdb/surface_glycoprotein/SARS-CoV-2/7kea 3.33
pdb/surface_glycoprotein/SARS-CoV-2/7ksg 3.33
pdb/surface_glycoprotein/SARS-CoV-2/7n1w 3.33
pdb/surface_glycoprotein/SARS-CoV-2/7lyq 3.34
pdb/surface_glycoprotein/SARS-CoV-2/7n0h 3.34
pdb/surface_glycoprotein/SARS-CoV-2/7fjo 3.34
pdb/surface_glycoprotein/SARS-CoV-2/7wjz 3.34
pdb/surface_glycoprotein/SARS-CoV-2/7lcn 3.35
pdb/surface_glycoprotein/SARS-CoV-2/7sy4 3.35
pdb/surface_glycoprotein/SARS-CoV-2/7woc 3.35
pdb/surface_glycoprotein/SARS-CoV-2/7wm0 3.35
pdb/surface_glycoprotein/SARS-CoV/8h16 3.35534
pdb/surface_glycoprotein/SARS-CoV-2/7nt9 3.36
pdb/surface_glycoprotein/SARS-CoV-2/7tf8 3.36
pdb/surface_glycoprotein/SARS-CoV-2/7sj0 3.36
pdb/surface_glycoprotein/SARS-CoV-2/7xo7 3.38
pdb/surface_glycoprotein/SARS-CoV-2/7v22 3.38
pdb/surface_glycoprotein/SARS-CoV-2/7kmb 3.39
pdb/surface_glycoprotein/SARS-CoV/8h14 3.39
pdb/surface_glycoprotein/SARS-CoV-2/6z97 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7jv4 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7k8s 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7k8t 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7kj4 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7cws 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7czu 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7d0c 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7ld1 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7nd5 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7eb5 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7krq 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7ey5 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7v8c 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7r8m 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7dx7 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7v7j 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7v7a 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7v78 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7sbl 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7v2a 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7w94 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7w9b 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7w9i 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wbl 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7w99 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7vxi 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wk3 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7q1z 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7tei 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7to4 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wvn 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7tp8 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7r14 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7tpf 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wg6 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7s6j 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7s6k 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7z86 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7fb0 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7ws1 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7ws7 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wro 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7fb4 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wz1 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7xch 3.4
pdb/surface_glycoprotein/SARS-CoV-2/8dv1 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7u9o 3.4
pdb/surface_glycoprotein/SARS-CoV-2/7wvo 3.41
pdb/surface_glycoprotein/SARS-CoV-2/7e9o 3.41
pdb/surface_glycoprotein/SARS-CoV-2/6xcm 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7laa 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7ls9 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7tht 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7mw4 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7mw5 3.42
pdb/surface_glycoprotein/SARS-CoV-2/7whz 3.42
pdb/surface_glycoprotein/SARS-CoV/7sg4 3.43
pdb/surface_glycoprotein/SARS-CoV-2/7lwq 3.44
pdb/surface_glycoprotein/SARS-CoV-2/7lx5 3.44
pdb/surface_glycoprotein/SARS-CoV/8h12 3.44681
pdb/surface_glycoprotein/SARS-CoV-2/6xf5 3.45
pdb/surface_glycoprotein/SARS-CoV-2/7dzw 3.45
pdb/surface_glycoprotein/SARS-CoV-2/7rkv 3.45
pdb/surface_glycoprotein/SARS-CoV-2/7y42 3.45
pdb/surface_glycoprotein/SARS-CoV-2/7wo5 3.45
pdb/surface_glycoprotein/SARS-CoV-2/7yqt 3.45
pdb/surface_glycoprotein/SARS-CoV-2/6vsb 3.46
pdb/surface_glycoprotein/SARS-CoV-2/7woq 3.47
pdb/surface_glycoprotein/SARS-CoV-2/7wou 3.47
pdb/surface_glycoprotein/SARS-CoV-2/7keb 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7m8j 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7tp7 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7wk9 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7tp9 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7xns 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7xo8 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7x7t 3.48
pdb/surface_glycoprotein/SARS-CoV-2/7cai 3.49
pdb/surface_glycoprotein/SARS-CoV-2/7chh 3.49
pdb/surface_glycoprotein/SARS-CoV-2/7kdj 3.49
pdb/surface_glycoprotein/SARS-CoV-2/7xnr 3.49
pdb/surface_glycoprotein/SARS-CoV-2/6zoz 3.5
pdb/surface_glycoprotein/SARS-CoV-2/6zwv 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7jv2 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7jzm 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7k8z 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7bnn 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7cwu 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7czr 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7nd8 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7vx1 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7ej5 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7cyp 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7mtd 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7eaz 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7krr 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7rw2 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7nta 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7p40 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7vne 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7dx3 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7r8o 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7n9a 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7eb4 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7s0d 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7r16 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7tl9 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wd7 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7tl1 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7r0z 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wcz 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7r11 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wcr 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wed 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7uar 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7we8 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wr8 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7x6a 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wgb 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7zrc 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wg9 3.5
pdb/surface_glycoprotein/SARS-CoV-2/8dzi 3.5
pdb/surface_glycoprotein/SARS-CoV-2/8dv2 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7zce 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7u9p 3.5
pdb/surface_glycoprotein/SARS-CoV-2/7wrl 3.51
pdb/surface_glycoprotein/SARS-CoV-2/7yqw 3.51
pdb/surface_glycoprotein/SARS-CoV-2/7wop 3.51
pdb/surface_glycoprotein/SARS-CoV-2/7cab 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7n9e 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7m0j 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7tew 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7xnq 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7wp2 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7yr3 3.52
pdb/surface_glycoprotein/SARS-CoV-2/7dzx 3.53
pdb/surface_glycoprotein/SARS-CoV-2/7toy 3.53
pdb/surface_glycoprotein/SARS-CoV-2/7lrt 3.54
pdb/surface_glycoprotein/SARS-CoV-2/7cac 3.55
pdb/surface_glycoprotein/SARS-CoV-2/7r8n 3.55
pdb/surface_glycoprotein/SARS-CoV-2/7l2d 3.55
pdb/surface_glycoprotein/SARS-CoV-2/7mej 3.55
pdb/surface_glycoprotein/SARS-CoV-2/7lym 3.57
pdb/surface_glycoprotein/SARS-CoV-2/7tp0 3.57
pdb/surface_glycoprotein/SARS-CoV-2/7tf1 3.57
pdb/surface_glycoprotein/SARS-CoV-2/7cak 3.58
pdb/surface_glycoprotein/SARS-CoV-2/7mdw 3.58
pdb/surface_glycoprotein/SARS-CoV-2/7tph 3.58
pdb/surface_glycoprotein/SARS-CoV-2/7yqv 3.58
pdb/surface_glycoprotein/SARS-CoV-2/7eng 3.59
pdb/surface_glycoprotein/SARS-CoV/6acc 3.6
pdb/surface_glycoprotein/SARS-CoV-2/6x2b 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7a91 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7jji 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7jva 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7k8w 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7kj2 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7kj5 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7bnm 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7cwm 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7czs 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7nd4 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7nd7 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7e3l 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vx7 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7dx4 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7l56 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7e5s 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vnd 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7sof 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7e5r 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7eb0 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vxf 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7ej4 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7ntc 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7dzy 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7dx9 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7eb3 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7rxd 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7edh 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7f62 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7w9f 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vxm 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7w98 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7q9f 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7tpa 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7r13 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7we9 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7rbv 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7r4q 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vrw 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7wgc 3.6
pdb/surface_glycoprotein/SARS-CoV-2/8cyj 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7ws3 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7z9q 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7ru5 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7vhk 3.6
pdb/surface_glycoprotein/SARS-CoV-2/7wk8 3.61
pdb/surface_glycoprotein/SARS-CoV-2/7kmz 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7tox 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7tf2 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7xiw 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7yr1 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7xmx 3.62
pdb/surface_glycoprotein/SARS-CoV-2/7kms 3.64
pdb/surface_glycoprotein/SARS-CoV-2/7wka 3.64
pdb/surface_glycoprotein/SARS-CoV-2/7lyk 3.65
pdb/surface_glycoprotein/SARS-CoV-2/7fae 3.65
pdb/surface_glycoprotein/SARS-CoV-2/7e9q 3.65
pdb/surface_glycoprotein/SARS-CoV-2/6xcn 3.66
pdb/surface_glycoprotein/SARS-CoV-2/7ljr 3.66
pdb/surface_glycoprotein/SARS-CoV-2/7wk5 3.66
pdb/surface_glycoprotein/SARS-CoV-2/7wk6 3.67
pdb/surface_glycoprotein/SARS-CoV-2/8dya 3.67
pdb/surface_glycoprotein/SARS-CoV-2/7tge 3.68
pdb/surface_glycoprotein/SARS-CoV-2/7ey4 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7fdk 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7fdg 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7faf 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7e9p 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7wk4 3.69
pdb/surface_glycoprotein/SARS-CoV-2/7e9n 3.69
pdb/surface_glycoprotein/SARS-CoV/5x5b 3.7
pdb/surface_glycoprotein/SARS-CoV-2/6wpt 3.7
pdb/surface_glycoprotein/SARS-CoV-2/6xs6 3.7
pdb/surface_glycoprotein/SARS-CoV-2/6zdh 3.7
pdb/surface_glycoprotein/SARS-CoV-2/6zhd 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7a5r 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7k45 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7kj3 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7nd3 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7e39 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7m6g 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7n01 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7sbq 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7cwt 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7vnc 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7vxk 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7fet 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7q9m 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7r17 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7wd9 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7ny5 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7wvp 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7rbu 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7web 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7ws5 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7fb1 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7zr7 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7zr8 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7ws4 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7wb5 3.7
pdb/surface_glycoprotein/SARS-CoV/7wbh 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7wor 3.7
pdb/surface_glycoprotein/SARS-CoV-2/7mlz 3.71
pdb/surface_glycoprotein/SARS-CoV-2/7n9c 3.71
pdb/surface_glycoprotein/SARS-CoV-2/7wp0 3.71
pdb/surface_glycoprotein/SARS-CoV-2/7lss 3.72
pdb/surface_glycoprotein/SARS-CoV-2/7fdh 3.72
pdb/surface_glycoprotein/SARS-CoV-2/7lyl 3.72
pdb/surface_glycoprotein/SARS-CoV-2/7tp2 3.72
pdb/surface_glycoprotein/SARS-CoV-2/7yqx 3.72
pdb/surface_glycoprotein/SARS-CoV-2/7me7 3.73
pdb/surface_glycoprotein/SARS-CoV-2/7yeg 3.73
pdb/surface_glycoprotein/SARS-CoV-2/7knh 3.74
pdb/surface_glycoprotein/SARS-CoV-2/7xiz 3.74
pdb/surface_glycoprotein/SARS-CoV-2/7yqy 3.74
pdb/surface_glycoprotein/SARS-CoV-2/7u0p 3.76
pdb/surface_glycoprotein/SARS-CoV-2/7eya 3.77
pdb/surface_glycoprotein/SARS-CoV-2/7wp1 3.77
pdb/surface_glycoprotein/SARS-CoV-2/7x7u 3.77
pdb/surface_glycoprotein/SARS-CoV-2/7b14 3.79
pdb/surface_glycoprotein/SARS-CoV/5xlr 3.8
pdb/surface_glycoprotein/SARS-CoV/6cs0 3.8
pdb/surface_glycoprotein/SARS-CoV-2/6zgg 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7k8u 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7k8v 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7cwl 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7d0d 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7df4 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7dk4 3.8
pdb/surface_glycoprotein/SARS-CoV-2/7kml 3.8
